EntityID,AttributeID,Value,TimePeriod
7955,tender,tender:435,2022-01
8295,buyer,buyer:3371,2023-03
18614,item,item:33419,2022-09
3382,tender,tender:2846,2023-03
9559,buyer,buyer:5488,2022-09
6728,buyer,buyer:20561,2021-12
3597,tender,tender:602,2022-02
429,item,item:1167,2021-11
3948,tender,tender:941,2022-04
19375,buyer,buyer:2349,2022-06
4774,item,item:55054,2023-02
15931,tender,tender:927,2022-04
2376,tender,tender:240,2021-12
1737,tender,tender:3349,2023-06
7549,item,item:23836,2022-01
10076,tender,tender:1589,2022-08
3879,item,item:12496,2023-05
11731,tender,tender:208,2021-12
17104,buyer,buyer:23945,2022-09
19132,tender,tender:2499,2023-01
1281,buyer,buyer:3744,2021-11
10203,item,item:1191,2022-07
12939,tender,tender:2897,2023-03
14027,tender,tender:1278,2022-06
18246,tender,tender:594,2022-02
9826,item,item:31040,2023-01
1467,item,item:52979,2022-10
18737,buyer,buyer:15757,2022-07
17219,buyer,buyer:54773,2022-06
5284,tender,tender:709,2022-03
1813,tender,tender:908,2022-04
12351,buyer,buyer:150,2022-07
15333,tender,tender:2860,2023-03
19836,buyer,buyer:2281,2023-02
11493,tender,tender:0,2021-11
2659,item,item:8173,2022-02
630,buyer,buyer:17680,2023-02
9574,item,item:2264,2023-02
8462,item,item:24370,2023-03
6712,item,item:13354,2022-11
18224,buyer,buyer:28076,2023-05
15285,tender,tender:574,2022-02
16178,tender,tender:3383,2023-06
11100,buyer,buyer:10371,2022-04
14050,tender,tender:124,2021-11
10977,tender,tender:45,2021-11
4744,tender,tender:1985,2022-10
4478,tender,tender:2726,2023-02
16271,tender,tender:1984,2022-10
10482,tender,tender:1418,2022-07
4707,item,item:15218,2022-10
7941,tender,tender:2722,2023-02
10706,item,item:43400,2022-03
17106,buyer,buyer:2655,2022-07
19587,item,item:62322,2023-04
13223,tender,tender:195,2021-12
1319,tender,tender:555,2022-02
17553,buyer,buyer:11770,2022-06
16291,buyer,buyer:20408,2023-01
12802,item,item:32659,2023-06
12578,buyer,buyer:40110,2022-01
13090,tender,tender:1057,2022-05
9211,tender,tender:2330,2022-12
16619,buyer,buyer:178,2023-02
11548,buyer,buyer:26085,2022-09
1207,tender,tender:1104,2022-05
13889,buyer,buyer:30640,2022-01
6834,tender,tender:773,2022-03
1052,tender,tender:2452,2023-01
4920,tender,tender:740,2022-03
2347,tender,tender:1457,2022-07
7888,buyer,buyer:66519,2023-04
7666,buyer,buyer:983,2022-09
850,item,item:128,2022-04
19011,item,item:63985,2022-12
14145,tender,tender:3034,2023-04
3492,item,item:11226,2021-11
7444,item,item:17298,2022-06
6680,buyer,buyer:1155,2022-09
660,buyer,buyer:24033,2022-05
13685,tender,tender:3172,2023-05
7025,item,item:22248,2022-03
17881,buyer,buyer:33791,2023-05
9813,tender,tender:3366,2023-06
8216,item,item:9832,2022-12
1334,item,item:4098,2022-02
13147,item,item:1591,2023-04
9654,buyer,buyer:23596,2022-12
18730,tender,tender:3027,2023-04
15336,buyer,buyer:5797,2023-03
9847,tender,tender:205,2021-12
3267,item,item:6178,2023-05
15518,buyer,buyer:2093,2022-09
441,item,item:1265,2022-07
19278,tender,tender:2142,2022-11
2951,buyer,buyer:845,2022-01
5661,item,item:18794,2022-08
14725,tender,tender:1962,2022-10
9191,buyer,buyer:12220,2022-02
5922,tender,tender:1599,2022-08
19194,item,item:61191,2022-04
7075,buyer,buyer:22191,2022-04
14561,buyer,buyer:54640,2021-11
11309,tender,tender:906,2022-04
17771,item,item:21573,2023-06
650,tender,tender:187,2021-12
2449,buyer,buyer:7671,2022-04
14095,item,item:24767,2023-05
11243,item,item:35686,2022-03
3418,item,item:3488,2022-04
7121,buyer,buyer:23214,2022-04
5952,buyer,buyer:8430,2022-01
729,tender,tender:1459,2022-07
3039,item,item:2686,2023-02
5356,item,item:63911,2022-01
9418,item,item:394,2022-10
16196,buyer,buyer:10082,2022-06
15025,tender,tender:3219,2023-05
16705,buyer,buyer:53743,2021-11
18624,buyer,buyer:1818,2023-04
6995,tender,tender:615,2022-02
12942,buyer,buyer:36737,2023-06
5784,item,item:6456,2022-10
5867,buyer,buyer:64890,2021-12
10136,tender,tender:2834,2023-03
19092,item,item:24575,2023-01
10001,buyer,buyer:30173,2022-02
2924,item,item:17606,2023-01
17071,item,item:15328,2023-03
6696,item,item:191,2022-03
14724,tender,tender:771,2022-03
15139,tender,tender:712,2022-03
4456,item,item:2814,2023-06
11645,tender,tender:564,2022-02
992,tender,tender:3137,2023-05
15900,buyer,buyer:65402,2022-07
6184,tender,tender:222,2021-12
11509,buyer,buyer:36337,2021-11
8651,tender,tender:3343,2023-06
10572,item,item:28319,2023-03
7891,item,item:25253,2022-09
18649,item,item:59468,2021-11
18289,buyer,buyer:2429,2023-01
7494,tender,tender:66,2021-11
14487,item,item:29606,2022-06
7972,item,item:24288,2023-03
11457,tender,tender:1972,2022-10
18046,buyer,buyer:8396,2021-11
19879,buyer,buyer:7437,2022-06
14724,tender,tender:372,2022-01
12408,item,item:39802,2022-10
19122,buyer,buyer:9039,2022-02
15111,item,item:6373,2022-03
6915,item,item:6194,2023-05
8975,buyer,buyer:29705,2022-03
10123,item,item:32349,2022-05
7432,tender,tender:2689,2023-02
7879,tender,tender:726,2022-03
13998,buyer,buyer:19637,2022-02
1206,tender,tender:50,2021-11
6509,buyer,buyer:8728,2022-05
16438,buyer,buyer:7527,2023-06
4388,item,item:7547,2021-12
1751,buyer,buyer:5474,2022-05
15611,item,item:63460,2022-11
17957,buyer,buyer:39186,2022-03
10337,buyer,buyer:9393,2022-07
9696,tender,tender:586,2022-02
4081,tender,tender:246,2021-12
11237,item,item:66704,2021-12
13687,tender,tender:3195,2023-05
17854,buyer,buyer:56562,2023-06
13368,buyer,buyer:17214,2022-11
12242,buyer,buyer:3684,2023-06
10334,tender,tender:709,2022-03
2656,item,item:7527,2022-03
6987,item,item:16272,2021-12
963,buyer,buyer:2860,2022-03
19125,item,item:59714,2023-05
9321,item,item:18270,2023-02
7743,item,item:4772,2023-06
18677,item,item:49156,2023-05
13700,item,item:48170,2022-05
10330,buyer,buyer:19950,2022-08
18087,item,item:30400,2021-11
5657,tender,tender:3209,2023-05
1230,buyer,buyer:11424,2022-02
7846,buyer,buyer:11569,2022-11
14460,item,item:49154,2022-09
8327,buyer,buyer:26318,2022-05
14793,buyer,buyer:17732,2023-05
14146,buyer,buyer:8994,2023-04
19740,tender,tender:3035,2023-04
17892,item,item:2629,2022-07
18509,buyer,buyer:12159,2022-12
6026,buyer,buyer:2615,2022-09
7384,tender,tender:1078,2022-05
15678,item,item:1682,2022-04
435,item,item:1326,2021-11
6178,buyer,buyer:2480,2023-02
12648,item,item:64693,2022-09
2385,item,item:14614,2023-04
10726,tender,tender:3228,2023-05
11534,tender,tender:2650,2023-02
661,tender,tender:3023,2023-04
908,tender,tender:3138,2023-05
5784,tender,tender:399,2022-01
14386,item,item:52252,2022-08
10496,item,item:33490,2023-03
14405,item,item:9419,2021-12
12812,item,item:7864,2022-08
5607,tender,tender:388,2022-01
4689,tender,tender:773,2022-03
688,buyer,buyer:2122,2021-12
5104,item,item:2655,2023-02
11978,buyer,buyer:4218,2022-09
9469,buyer,buyer:18433,2023-03
8267,item,item:26518,2022-02
1074,buyer,buyer:3951,2021-11
15614,tender,tender:3390,2023-06
66,tender,tender:921,2022-04
5831,buyer,buyer:37994,2022-04
8481,item,item:50014,2023-06
2359,tender,tender:922,2022-04
3784,tender,tender:949,2022-04
3761,buyer,buyer:8323,2022-02
18961,item,item:39829,2022-12
9834,item,item:40318,2022-10
1653,buyer,buyer:3640,2022-09
2884,buyer,buyer:797,2023-03
11258,buyer,buyer:17396,2021-11
13795,item,item:31658,2023-03
16889,buyer,buyer:53804,2021-11
9029,buyer,buyer:8441,2022-08
13312,tender,tender:554,2022-02
16017,buyer,buyer:9734,2023-01
8512,buyer,buyer:674,2022-11
13307,tender,tender:1980,2022-10
15226,tender,tender:3322,2023-06
598,item,item:1488,2023-01
13892,item,item:29991,2022-11
11898,buyer,buyer:1128,2022-10
10374,item,item:32727,2022-06
14919,tender,tender:1954,2022-10
3371,item,item:3735,2023-04
1268,item,item:3860,2022-03
16069,item,item:24393,2023-02
15092,buyer,buyer:14810,2023-04
1514,item,item:1553,2022-05
8851,buyer,buyer:42372,2022-08
19986,buyer,buyer:21034,2022-02
11339,item,item:35841,2023-01
14763,item,item:64150,2023-02
15650,buyer,buyer:36094,2022-06
8514,tender,tender:1130,2022-05
19709,item,item:34714,2023-03
2635,tender,tender:1266,2022-06
3125,item,item:68849,2022-11
545,tender,tender:1980,2022-10
979,buyer,buyer:2405,2023-06
8505,buyer,buyer:43804,2021-11
19845,tender,tender:2382,2022-12
5676,tender,tender:2025,2022-10
13206,tender,tender:940,2022-04
5960,tender,tender:1099,2022-05
10214,buyer,buyer:32391,2022-05
11682,tender,tender:1451,2022-07
2126,buyer,buyer:41333,2022-07
5052,buyer,buyer:16312,2021-11
17547,tender,tender:2816,2023-03
290,buyer,buyer:939,2021-11
11690,item,item:37344,2021-11
1264,item,item:59264,2023-01
6998,item,item:65257,2021-12
19904,tender,tender:569,2022-02
15239,tender,tender:771,2022-03
7226,buyer,buyer:1192,2022-11
3545,item,item:19822,2022-05
15069,tender,tender:2211,2022-11
16847,tender,tender:2302,2022-12
18465,buyer,buyer:64426,2022-09
13669,item,item:32250,2022-12
15996,tender,tender:3359,2023-06
18436,buyer,buyer:27178,2023-01
2936,item,item:9438,2022-01
9211,item,item:4771,2023-06
19352,buyer,buyer:37138,2023-05
12064,item,item:862,2022-11
10993,item,item:2793,2022-07
3762,tender,tender:1573,2022-08
9525,tender,tender:1656,2022-08
4703,buyer,buyer:120,2021-12
15891,item,item:47843,2022-04
12996,buyer,buyer:28874,2023-06
17545,item,item:9845,2022-09
19603,buyer,buyer:15138,2022-12
16640,item,item:50251,2022-05
9062,tender,tender:3304,2023-06
13425,buyer,buyer:270,2022-11
18133,buyer,buyer:62303,2023-06
13080,tender,tender:2448,2023-01
14804,buyer,buyer:11092,2022-11
10626,item,item:9644,2022-04
12674,item,item:2947,2023-01
16505,tender,tender:3386,2023-06
9912,item,item:2461,2023-03
7813,tender,tender:1086,2022-05
19521,item,item:62248,2023-03
17064,tender,tender:194,2021-12
2156,tender,tender:1632,2022-08
6478,tender,tender:1620,2022-08
16150,item,item:13481,2022-11
5782,buyer,buyer:64891,2022-03
11440,buyer,buyer:7436,2022-01
4180,buyer,buyer:12867,2022-11
11532,item,item:8952,2023-04
7992,buyer,buyer:23692,2023-02
9929,buyer,buyer:31347,2021-12
5308,item,item:7259,2022-08
6725,buyer,buyer:29587,2023-01
10880,item,item:17214,2022-11
12334,buyer,buyer:12276,2022-03
1293,buyer,buyer:3398,2022-03
3777,item,item:14444,2022-02
5494,buyer,buyer:1158,2023-02
14771,item,item:12057,2022-05
16270,buyer,buyer:35285,2021-12
11721,buyer,buyer:2834,2022-08
2931,item,item:33379,2022-10
18220,tender,tender:2488,2023-01
3352,item,item:973,2022-04
11035,item,item:63993,2023-06
2770,buyer,buyer:7976,2023-03
6756,buyer,buyer:9898,2023-04
16429,tender,tender:1469,2022-07
3907,buyer,buyer:5537,2023-03
5068,item,item:338,2021-12
9449,buyer,buyer:45487,2022-05
12564,item,item:2843,2023-05
9739,buyer,buyer:30932,2021-11
17134,item,item:6926,2022-12
943,buyer,buyer:2982,2022-01
13749,item,item:18770,2022-10
2104,buyer,buyer:7142,2022-01
18715,item,item:2820,2022-11
4116,item,item:13110,2022-01
19668,item,item:9536,2022-11
8237,item,item:10153,2022-11
13303,tender,tender:2635,2023-02
5635,tender,tender:1061,2022-05
18969,buyer,buyer:67160,2022-04
11138,item,item:35652,2023-06
4511,item,item:7823,2023-05
18481,buyer,buyer:29175,2023-06
2210,item,item:6946,2022-04
11549,tender,tender:475,2022-01
7353,item,item:23593,2022-11
784,buyer,buyer:3042,2021-12
8056,tender,tender:921,2022-04
12836,tender,tender:2993,2023-04
17185,item,item:9014,2023-04
12672,tender,tender:17,2021-11
7541,item,item:190,2023-04
4480,buyer,buyer:2458,2022-04
11150,tender,tender:1807,2022-09
14695,buyer,buyer:5278,2022-10
12313,buyer,buyer:26261,2022-05
2471,tender,tender:401,2022-01
10409,tender,tender:1808,2022-09
19995,tender,tender:2491,2023-01
11536,buyer,buyer:4256,2023-04
15023,item,item:9950,2023-03
469,tender,tender:1993,2022-10
1114,tender,tender:1833,2022-09
7686,item,item:24609,2021-11
15260,item,item:10995,2023-05
5994,tender,tender:2038,2022-10
17628,item,item:987,2023-02
7430,buyer,buyer:958,2022-10
13935,buyer,buyer:43936,2021-11
14670,buyer,buyer:16447,2023-02
14615,tender,tender:3162,2023-05
19526,buyer,buyer:410,2023-03
15880,tender,tender:214,2021-12
2936,tender,tender:31,2021-11
15547,tender,tender:563,2022-02
10276,item,item:23592,2022-12
7302,item,item:22186,2023-01
17682,tender,tender:2694,2023-02
8722,buyer,buyer:12983,2022-11
4179,item,item:1559,2023-01
16347,buyer,buyer:23039,2023-01
7219,buyer,buyer:16642,2022-08
3730,tender,tender:1071,2022-05
4288,tender,tender:1772,2022-09
15547,buyer,buyer:20596,2021-11
15035,tender,tender:2858,2023-03
1330,buyer,buyer:3179,2023-01
18860,tender,tender:3018,2023-04
6555,buyer,buyer:20642,2021-11
13279,item,item:6125,2022-09
12882,tender,tender:1807,2022-09
6596,item,item:64971,2022-07
11055,item,item:35385,2022-03
1299,tender,tender:3311,2023-06
12990,tender,tender:1463,2022-07
8697,tender,tender:1605,2022-08
9784,item,item:5455,2022-01
5284,tender,tender:1613,2022-08
6469,item,item:8881,2023-02
13437,tender,tender:1618,2022-08
11517,buyer,buyer:36368,2022-09
1969,tender,tender:3141,2023-05
13058,tender,tender:3039,2023-04
15140,buyer,buyer:7997,2023-04
1104,buyer,buyer:3445,2021-12
7832,tender,tender:1064,2022-05
2580,item,item:7980,2022-04
5060,item,item:9360,2022-05
7833,buyer,buyer:32907,2021-12
2327,item,item:1275,2022-12
15359,item,item:8904,2023-04
13154,item,item:15294,2022-11
5633,item,item:54367,2022-08
7100,buyer,buyer:6761,2022-05
13199,item,item:6837,2022-05
14613,item,item:14015,2022-02
18257,tender,tender:2318,2022-12
2538,buyer,buyer:318,2022-04
18958,buyer,buyer:3980,2023-02
7571,item,item:22027,2022-06
1497,item,item:4574,2021-11
10664,buyer,buyer:5487,2022-01
9665,item,item:23806,2022-12
17633,item,item:26141,2021-11
1194,tender,tender:3314,2023-06
6532,item,item:21239,2022-01
10054,tender,tender:1985,2022-10
92,tender,tender:419,2022-01
14812,tender,tender:1837,2022-09
19831,item,item:14101,2022-12
2378,item,item:7124,2023-05
16305,item,item:52039,2022-06
6166,tender,tender:216,2021-12
16981,buyer,buyer:5358,2023-06
8074,buyer,buyer:22652,2022-10
11976,item,item:22076,2022-08
19139,tender,tender:898,2022-04
12047,buyer,buyer:66136,2022-10
4428,tender,tender:206,2021-12
10602,tender,tender:2626,2023-02
14007,buyer,buyer:7876,2022-04
6932,item,item:7112,2022-03
2360,buyer,buyer:2189,2023-06
4878,item,item:3706,2023-06
14237,buyer,buyer:34647,2022-07
2703,tender,tender:456,2022-01
15940,buyer,buyer:39920,2022-07
12733,tender,tender:1820,2022-09
3524,item,item:35056,2023-05
1282,tender,tender:612,2022-02
2687,item,item:24392,2023-03
5601,tender,tender:433,2022-01
6181,tender,tender:789,2022-03
14538,item,item:1183,2023-03
13776,item,item:4663,2022-12
15487,item,item:28391,2023-05
3839,item,item:5836,2021-11
10313,buyer,buyer:57485,2023-01
8893,buyer,buyer:32081,2023-03
218,tender,tender:2972,2023-04
10562,buyer,buyer:6306,2022-12
13345,tender,tender:2630,2023-02
6489,item,item:21527,2022-08
8702,buyer,buyer:23293,2022-01
11232,buyer,buyer:68881,2023-03
5910,tender,tender:1236,2022-06
5498,buyer,buyer:2317,2023-04
6007,tender,tender:578,2022-02
8811,tender,tender:1965,2022-10
4041,tender,tender:2707,2023-02
19441,item,item:4082,2023-01
6181,tender,tender:563,2022-02
17297,tender,tender:8,2021-11
35,buyer,buyer:29353,2022-04
5049,tender,tender:718,2022-03
1444,item,item:60917,2021-11
913,item,item:6104,2022-05
5046,buyer,buyer:14161,2022-11
11158,buyer,buyer:35279,2022-01
8474,item,item:169,2022-09
13844,tender,tender:2859,2023-03
8964,buyer,buyer:8415,2023-06
2033,item,item:6327,2022-11
10699,buyer,buyer:3631,2022-06
12589,tender,tender:1066,2022-05
18549,tender,tender:3212,2023-05
5419,buyer,buyer:64525,2021-12
4559,tender,tender:3026,2023-04
6497,tender,tender:228,2021-12
5343,buyer,buyer:16699,2022-04
9741,tender,tender:1110,2022-05
3337,tender,tender:3311,2023-06
16000,buyer,buyer:5590,2023-06
18152,tender,tender:3205,2023-05
16340,buyer,buyer:18121,2022-09
12697,buyer,buyer:39803,2021-11
17504,tender,tender:2129,2022-11
7882,tender,tender:1583,2022-08
1244,item,item:4052,2022-03
10737,item,item:34346,2023-01
7323,buyer,buyer:22457,2021-11
1546,tender,tender:3028,2023-04
876,buyer,buyer:68434,2023-06
9318,item,item:64251,2022-08
6833,tender,tender:928,2022-04
7349,item,item:401,2023-06
16052,item,item:4583,2022-09
2000,buyer,buyer:21246,2022-04
6760,tender,tender:2869,2023-03
5600,buyer,buyer:17756,2021-11
2478,buyer,buyer:3074,2022-06
9919,item,item:52311,2023-03
6024,item,item:240,2021-12
845,buyer,buyer:2667,2022-02
15256,item,item:24241,2022-06
17473,buyer,buyer:55596,2021-11
9075,item,item:29019,2022-08
3885,item,item:12513,2021-12
8841,item,item:21975,2023-04
7056,buyer,buyer:5820,2022-04
16170,item,item:28838,2022-09
6215,buyer,buyer:5778,2021-11
261,tender,tender:1249,2022-06
13179,tender,tender:2499,2023-01
6145,item,item:6809,2023-06
2221,tender,tender:2845,2023-03
4267,buyer,buyer:13425,2021-11
11080,item,item:35264,2022-01
15253,item,item:2088,2023-03
16753,buyer,buyer:9748,2021-11
19645,item,item:35241,2021-11
18809,buyer,buyer:837,2022-06
10959,item,item:15293,2022-09
10903,buyer,buyer:16565,2022-10
2850,buyer,buyer:7565,2022-06
15947,tender,tender:2462,2023-01
10681,buyer,buyer:7873,2022-04
10579,tender,tender:3407,2023-06
9271,item,item:12243,2022-03
9074,buyer,buyer:28743,2023-05
16816,buyer,buyer:12348,2023-04
19189,tender,tender:2807,2023-03
19875,buyer,buyer:37900,2021-12
1464,tender,tender:1254,2022-06
215,tender,tender:1245,2022-06
17676,item,item:37618,2023-04
3066,tender,tender:1950,2022-10
14799,tender,tender:962,2022-04
15865,tender,tender:973,2022-04
525,buyer,buyer:1609,2021-11
19659,tender,tender:3006,2023-04
19887,item,item:34357,2022-03
2919,item,item:872,2023-01
17987,buyer,buyer:39258,2023-04
18533,tender,tender:2351,2022-12
9781,tender,tender:2674,2023-02
7510,buyer,buyer:14652,2023-05
17891,buyer,buyer:448,2023-03
8238,buyer,buyer:1158,2022-10
6207,tender,tender:2820,2023-03
13844,buyer,buyer:19283,2022-07
11361,tender,tender:717,2022-03
15366,buyer,buyer:11708,2023-02
2706,tender,tender:3148,2023-05
11101,tender,tender:2710,2023-02
1053,buyer,buyer:51893,2022-08
9434,tender,tender:609,2022-02
11990,buyer,buyer:6685,2022-02
7073,item,item:2696,2022-03
18415,item,item:13602,2022-03
7882,buyer,buyer:7696,2021-11
1172,item,item:3817,2021-12
7965,buyer,buyer:2946,2023-04
10765,item,item:20531,2022-01
3746,buyer,buyer:11731,2022-01
15838,buyer,buyer:63843,2023-02
831,buyer,buyer:49098,2022-04
14954,buyer,buyer:20353,2023-06
7099,buyer,buyer:22204,2022-08
2954,item,item:9215,2023-02
19396,buyer,buyer:3044,2023-02
5388,tender,tender:937,2022-04
14785,item,item:208,2022-05
3112,buyer,buyer:9787,2021-12
12268,buyer,buyer:64073,2023-06
16846,buyer,buyer:26188,2021-11
6566,item,item:862,2022-03
5884,buyer,buyer:12640,2022-02
3689,buyer,buyer:1486,2023-04
11732,item,item:19203,2023-05
13511,item,item:68517,2023-03
15551,tender,tender:1784,2022-09
11316,item,item:30832,2022-09
18499,buyer,buyer:1574,2023-05
13759,tender,tender:3152,2023-05
11596,buyer,buyer:17200,2023-01
566,tender,tender:918,2022-04
14316,buyer,buyer:11791,2023-06
8655,tender,tender:3147,2023-05
9969,tender,tender:419,2022-01
14607,tender,tender:2662,2023-02
9766,buyer,buyer:31191,2022-03
2805,buyer,buyer:8808,2021-11
14501,buyer,buyer:6877,2022-09
14870,tender,tender:1581,2022-08
13550,buyer,buyer:43004,2022-01
10332,buyer,buyer:65830,2023-02
6255,item,item:14569,2022-04
2432,item,item:6857,2022-08
16236,buyer,buyer:51626,2022-02
12120,item,item:64070,2022-04
1300,tender,tender:2020,2022-10
11809,tender,tender:3198,2023-05
9093,buyer,buyer:63949,2023-02
18432,buyer,buyer:8771,2022-09
8926,tender,tender:559,2022-02
15415,item,item:1682,2023-01
3410,tender,tender:1668,2022-08
10136,tender,tender:1965,2022-10
17914,tender,tender:2347,2022-12
2563,buyer,buyer:64223,2022-07
8062,tender,tender:398,2022-01
258,item,item:132,2021-11
8112,buyer,buyer:24822,2022-01
6164,tender,tender:2302,2022-12
7853,tender,tender:585,2022-02
17284,item,item:65607,2023-06
16928,item,item:54064,2023-05
4893,tender,tender:1416,2022-07
16042,item,item:10612,2023-02
13041,item,item:36662,2022-10
2699,buyer,buyer:8150,2022-06
4349,tender,tender:1664,2022-08
7535,tender,tender:1431,2022-07
15110,buyer,buyer:12025,2022-05
4141,tender,tender:40,2021-11
13456,tender,tender:2634,2023-02
8164,item,item:36451,2022-08
15834,item,item:1420,2022-04
15288,buyer,buyer:48615,2022-06
9070,tender,tender:1782,2022-09
12403,buyer,buyer:41366,2023-02
14357,item,item:3473,2023-05
13171,item,item:41921,2022-07
18396,tender,tender:1779,2022-09
16699,item,item:47839,2023-05
1286,buyer,buyer:17626,2023-01
2482,item,item:7998,2021-12
18815,buyer,buyer:31880,2022-03
930,item,item:2331,2022-08
11579,buyer,buyer:24560,2022-12
9021,buyer,buyer:20011,2023-01
7717,tender,tender:772,2022-03
18776,item,item:59887,2021-11
19504,tender,tender:1593,2022-08
2793,buyer,buyer:51750,2021-11
4899,item,item:3420,2022-04
3837,tender,tender:1142,2022-05
16078,item,item:42280,2023-06
14194,item,item:5631,2022-04
2607,buyer,buyer:2474,2022-05
15594,tender,tender:2998,2023-04
14905,tender,tender:1434,2022-07
3668,tender,tender:3194,2023-05
9561,tender,tender:954,2022-04
8493,item,item:5321,2022-07
10698,buyer,buyer:34396,2021-11
19928,buyer,buyer:10484,2023-05
15937,buyer,buyer:4242,2023-05
10039,buyer,buyer:34542,2022-05
3708,buyer,buyer:8534,2022-08
6834,buyer,buyer:12615,2022-01
7481,buyer,buyer:24432,2021-12
16066,item,item:19291,2023-06
5630,tender,tender:1832,2022-09
19514,tender,tender:3213,2023-05
12644,tender,tender:1255,2022-06
3859,item,item:1404,2022-01
3316,item,item:10002,2022-03
15843,tender,tender:1871,2022-09
16832,buyer,buyer:18460,2022-12
7403,buyer,buyer:958,2022-03
17403,buyer,buyer:63717,2023-01
13929,item,item:5037,2022-09
7265,tender,tender:3188,2023-05
16763,buyer,buyer:2378,2022-10
19078,item,item:64541,2023-05
5265,item,item:5996,2023-06
10220,item,item:4860,2023-06
9379,buyer,buyer:2842,2021-12
8265,buyer,buyer:7774,2022-12
9446,buyer,buyer:1082,2023-06
19225,item,item:31259,2022-11
2660,buyer,buyer:7821,2022-04
18206,item,item:25,2022-10
10972,item,item:15369,2022-01
6125,item,item:19682,2022-11
4944,tender,tender:3322,2023-06
10817,tender,tender:2169,2022-11
15556,buyer,buyer:5519,2023-01
18809,buyer,buyer:59868,2021-11
10290,buyer,buyer:7038,2022-06
12539,item,item:57024,2022-05
2774,item,item:6398,2021-11
234,tender,tender:1251,2022-06
6243,buyer,buyer:20188,2021-11
10313,item,item:23810,2022-12
9923,buyer,buyer:31329,2021-12
14691,buyer,buyer:2301,2022-08
455,buyer,buyer:54910,2022-07
8096,tender,tender:1463,2022-07
16934,tender,tender:2873,2023-03
11226,tender,tender:1281,2022-06
2138,buyer,buyer:6787,2022-10
17958,buyer,buyer:29020,2021-12
15896,tender,tender:1114,2022-05
15069,tender,tender:3338,2023-06
15708,tender,tender:2862,2023-03
15813,buyer,buyer:32420,2023-03
8523,buyer,buyer:9094,2022-12
11901,tender,tender:265,2021-12
11155,item,item:7068,2022-09
25,item,item:67,2022-01
17585,buyer,buyer:28377,2022-07
17093,item,item:3701,2023-01
15395,tender,tender:923,2022-04
16840,buyer,buyer:25947,2022-12
15565,buyer,buyer:49897,2022-08
11954,item,item:66272,2021-12
15762,buyer,buyer:50309,2022-01
17028,buyer,buyer:58529,2022-08
7082,item,item:13693,2022-07
19094,buyer,buyer:874,2023-05
7549,buyer,buyer:1116,2023-02
19693,item,item:8752,2023-05
13417,tender,tender:2808,2023-03
2253,tender,tender:1262,2022-06
12309,item,item:40041,2023-06
14045,item,item:55415,2023-02
4083,tender,tender:787,2022-03
10457,item,item:28181,2022-11
66,item,item:233,2021-12
18945,buyer,buyer:5458,2022-11
4879,item,item:1244,2023-05
9457,tender,tender:3030,2023-04
6458,item,item:20369,2021-11
14250,item,item:40240,2022-05
4734,item,item:15290,2021-11
17908,buyer,buyer:198,2023-04
4786,tender,tender:954,2022-04
8830,buyer,buyer:21387,2022-01
4383,item,item:3473,2022-02
16082,item,item:66077,2022-11
2949,item,item:9776,2022-05
12921,tender,tender:3325,2023-06
6232,tender,tender:2668,2023-02
7222,buyer,buyer:2203,2022-12
1283,buyer,buyer:1449,2023-02
11782,tender,tender:1962,2022-10
16178,item,item:63209,2023-02
5267,buyer,buyer:16506,2022-06
1754,buyer,buyer:5479,2021-11
16803,item,item:26583,2023-01
15834,buyer,buyer:63787,2022-02
11654,buyer,buyer:1961,2022-08
18911,tender,tender:1574,2022-08
15253,buyer,buyer:19868,2022-01
1326,buyer,buyer:3372,2022-03
9787,item,item:30920,2023-06
16890,item,item:64584,2023-04
17906,tender,tender:3210,2023-05
58,item,item:128,2022-01
7985,item,item:2220,2022-09
14918,buyer,buyer:453,2023-06
1607,tender,tender:1466,2022-07
6106,item,item:19425,2022-02
2881,buyer,buyer:8847,2022-01
10905,tender,tender:57,2021-11
17817,item,item:56782,2023-06
7692,buyer,buyer:24239,2022-04
8167,item,item:1284,2023-05
396,buyer,buyer:1177,2022-01
5269,buyer,buyer:38694,2022-07
8984,buyer,buyer:1368,2023-06
8440,item,item:17496,2022-07
1079,buyer,buyer:2133,2022-07
9616,item,item:22872,2022-09
2276,buyer,buyer:7187,2021-11
17206,item,item:18249,2022-04
11572,item,item:3942,2023-05
2421,tender,tender:235,2021-12
12817,item,item:31315,2022-02
10400,item,item:62827,2023-06
4178,item,item:13971,2022-01
13761,buyer,buyer:42449,2022-12
8691,tender,tender:749,2022-03
10959,buyer,buyer:7815,2021-12
3758,tender,tender:612,2022-02
289,item,item:184,2023-02
17484,tender,tender:2695,2023-02
11237,buyer,buyer:22453,2022-02
13763,buyer,buyer:43453,2022-07
15110,buyer,buyer:4765,2022-05
12708,buyer,buyer:23293,2022-12
6238,tender,tender:1097,2022-05
5805,item,item:18677,2022-03
15468,tender,tender:2028,2022-10
11352,item,item:36368,2022-12
14927,buyer,buyer:2386,2023-01
7607,tender,tender:748,2022-03
1023,item,item:2416,2022-12
19877,buyer,buyer:58277,2023-03
4400,tender,tender:767,2022-03
9747,item,item:67717,2022-07
2442,buyer,buyer:3775,2022-03
14711,tender,tender:3311,2023-06
5705,buyer,buyer:13717,2022-02
12981,buyer,buyer:6588,2022-04
